age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1.7066986971080855,5,1,1,0,-0.191573216229802,0,0,0,-1.5725039320054068,6,-0.32704825385728986,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
0.9806822599654698,4,1,1,0,-0.3465461201397493,0,0,0,-1.5725039320054068,6,-0.6971854948401194,-0.2723593712793323,0.637421642218862,0.737360250673652,0,no
0.5658157244554035,9,2,1,0,1.065084842364415,1,0,0,-1.5725039320054068,6,-0.7318858611822597,-0.5810955871994528,0.7033119115849182,0.2713990824385406,0,no
1.6029820632305691,0,1,1,0,0.785100462633777,0,0,0,-1.5725039320054068,6,-0.4003045828018082,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-0.8862171498298282,7,2,2,0,-0.16849947275876542,0,0,0,-1.5725039320054068,6,0.07007816094720434,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-0.16020071268721234,1,2,2,0,-0.42231065094016795,0,0,0,-1.5725039320054068,6,1.0956667661704613,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-1.3010836853398944,9,2,2,0,0.8088629745666356,0,0,0,-1.5725039320054068,6,-0.4504273341848997,-0.2723593712793323,0.582513084413815,0.2713990824385406,2,no
-0.16020071268721234,4,1,2,0,1.3319826213204355,0,0,0,-1.5725039320054068,6,-0.3771710052403814,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
1.8104153309856021,4,1,2,0,0.3398116520658617,1,0,0,-1.5725039320054068,6,4.26496689208594,-0.5810955871994528,3.942916822082688,0.2713990824385406,0,no
-0.36763398044224543,9,1,1,0,1.75970783611189,1,1,0,-1.5725039320054068,6,-0.0031781679973140013,-0.5810955871994528,0.7033119115849182,0.737360250673652,0,no
-1.1973670514623778,6,2,2,0,2.23082546399813,0,0,0,-1.5725039320054068,6,-0.28849229125491177,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-1.0936504175848614,0,1,2,0,0.9965523804131273,0,0,0,-1.5725039320054068,6,-0.21909155857063126,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
0.15094918894533732,10,1,2,0,-0.24047577701916314,0,0,0,-1.5725039320054068,6,0.740951910228583,-0.2723593712793323,0.7033119115849182,0.2713990824385406,2,no
0.15094918894533732,9,1,2,0,4.880173352396406,0,0,0,-1.5725039320054068,6,-0.030167341818978656,-0.2723593712793323,-0.3619141098329925,-0.19456208579657072,3,yes
0.35838245670037044,4,1,2,0,-0.2931665643485452,0,0,0,-1.5725039320054068,6,-0.45813852670537536,0.9625854924011495,0.5605496612917962,2.1352437553789856,2,no
0.5658157244554035,3,1,2,0,-0.3754743955362728,0,0,0,-1.5725039320054068,6,-0.3386150426380033,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-0.471350614319762,9,1,2,0,0.15728800968303489,1,0,0,-1.5725039320054068,6,-0.6971854948401194,0.03637684464078814,-0.3619141098329925,-0.19456208579657072,3,no
-0.7825005159523116,0,2,1,0,-0.4333309463293198,1,1,0,-1.5725039320054068,6,-0.5892287995534609,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
-1.5085169530949276,4,2,2,0,0.5206133732941336,0,0,0,-1.5725039320054068,6,0.17417925997362516,-0.2723593712793323,0.43975083412069293,0.2713990824385406,2,yes
1.7066986971080855,5,1,1,0,1.3908723248062154,0,0,0,-1.5725039320054068,6,-0.21138036605015564,-0.5810955871994528,-0.3619141098329925,-0.19456208579657072,3,no
